startcode,startname,endcode,endname,distance,route,sitenum,price
23,古田一路,186,阳逻,45.701,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188i187i186,28,9
23,古田一路,187,武生院,42.914,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188i187,27,9
23,古田一路,188,军民村,41.896,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188,26,9
23,古田一路,189,沙口,38.111,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189,25,8
23,古田一路,190,武湖,33.483,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190,24,8
23,古田一路,191,高车,31.253,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191,23,7
23,古田一路,192,青龙,28.959,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192,22,7
23,古田一路,193,谌家矶,25.795,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193,21,7
23,古田一路,194,朱家河,24.914,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194,20,7
23,古田一路,195,幸福湾,22.563,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195,19,6
23,古田一路,196,新荣客运站,20.521,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196,18,6
23,古田一路,197,百步亭花园路,18.762,23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197,17,6
24,舵落口,0,汉口北,28.76,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4a3a2a1a0,24,7
24,舵落口,1,滠口新城,25.35,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4a3a2a1,23,7
24,舵落口,2,藤子岗,24.23,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4a3a2,22,7
24,舵落口,3,堤角,23.205,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4a3,21,6
24,舵落口,4,新荣,22.04,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4,20,6
24,舵落口,5,丹水池,20.603,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5,19,6
24,舵落口,6,徐洲新村,19.078,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6,18,6
24,舵落口,7,二七路,18.283,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7,17,6
24,舵落口,8,头道街,17.368,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8,16,5
24,舵落口,9,黄浦路,16.165,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9,15,5
24,舵落口,10,三阳路,15.01,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10,14,5
24,舵落口,11,大智路,14,24a23a22a21a20a19a18a17a16a15a14a13a12a11,13,5
24,舵落口,12,循礼门,12.917,24a23a22a21a20a19a18a17a16a15a14a13a12,12,5
24,舵落口,13,友谊路,11.931,24a23a22a21a20a19a18a17a16a15a14a13,11,4
24,舵落口,14,利济北路,11.043,24a23a22a21a20a19a18a17a16a15a14,10,4
24,舵落口,15,崇仁路,10.163,24a23a22a21a20a19a18a17a16a15,9,4
24,舵落口,16,硚口路,9.021,24a23a22a21a20a19a18a17a16,8,4
24,舵落口,17,太平洋,7.976,24a23a22a21a20a19a18a17,7,3
24,舵落口,18,宗关,6.396,24a23a22a21a20a19a18,6,3
24,舵落口,19,汉西一路,5.475,24a23a22a21a20a19,5,3
24,舵落口,20,古田四路,4.655,24a23a22a21a20,4,3
24,舵落口,21,古田三路,3.86,24a23a22a21,3,2
24,舵落口,22,古田二路,2.953,24a23a22,2,2
24,舵落口,23,古田一路,1.435,24a23,1,2
24,舵落口,24,舵落口,0,24,0,0
24,舵落口,25,竹叶海,0.807,24a25,1,2
24,舵落口,26,额头湾,1.751,24a25a26,2,2
24,舵落口,27,五环大道,3.406,24a25a26a27,3,2
24,舵落口,28,东吴大道,5.058,24a25a26a27a28,4,3
24,舵落口,29,码头潭公园,6.095,24a25a26a27a28a29,5,3
24,舵落口,30,三店,8.066,24a25a26a27a28a29a30,6,4
24,舵落口,31,径河,9.176,24a25a26a27a28a29a30a31,7,4
24,舵落口,32,佛祖岭,42.923,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37b36b35b34b33b32,34,9
24,舵落口,33,藏龙东街,41.902,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37b36b35b34b33,33,9
24,舵落口,34,秀湖,39.903,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37b36b35b34,32,8
24,舵落口,35,金融港北,38.3,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37b36b35,31,8
24,舵落口,36,黄龙山路,36.262,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37b36,30,8
24,舵落口,37,光谷火车站,35.203,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37,29,8
24,舵落口,38,佳园路,33.716,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38,28,8
24,舵落口,39,光谷大道,32.348,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39,27,8
24,舵落口,40,华中科技大学,31.531,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40,26,7
24,舵落口,41,珞雄路,30.522,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41,25,7
24,舵落口,42,光谷广场,29.728,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42,24,7
24,舵落口,43,杨家湾,28.411,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43,23,7
24,舵落口,44,虎泉,26.969,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44,22,7
24,舵落口,45,广埠屯,25.356,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45,21,7
24,舵落口,46,街道口,24.405,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46,20,7
24,舵落口,47,宝通寺,23.167,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47,19,6
24,舵落口,48,中南路,21.749,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48,18,6
24,舵落口,49,洪山广场,20.783,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49,17,6
24,舵落口,50,小龟山,19.615,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50,16,6
24,舵落口,51,螃蟹岬,18.685,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51,15,6
24,舵落口,52,积玉桥,17.106,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52,14,5
24,舵落口,53,江汉路,13.814,24a23a22a21a20a19a18a17a16a15a14a13a12b53,13,5
24,舵落口,54,中山公园,12.633,24a23a22a21a20a19a18c80c79f56b55b54,11,5
24,舵落口,55,青年路,11.687,24a23a22a21a20a19a18c80c79f56b55,10,4
24,舵落口,56,王家墩东,10.685,24a23a22a21a20a19a18c80c79f56,9,4
24,舵落口,57,范湖,11.315,24a23a22a21a20a19a18c80c79c78c57,10,4
24,舵落口,58,汉口火车站,12.531,24a23a22a21a20a19a18c80c79c78c57b58,11,5
24,舵落口,59,长港路,13.938,24a23a22a21a20a19a18c80c79c78c57b58b59,12,5
24,舵落口,60,常青花园,15.663,24a23a22a21a20a19a18c80c79c78c57b58b59b60,13,5
24,舵落口,61,金银潭,16.755,24a23a22a21a20a19a18c80c79c78c57b58b59b60b61,14,5
24,舵落口,62,常青城,18.767,24a23a22a21a20a19a18c80c79c78c57b58b59b60b61b62,15,6
24,舵落口,63,宏图大道,21.643,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168g169g63,17,6
24,舵落口,64,盘龙城,25.589,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168g169g63b64,18,7
24,舵落口,65,巨龙大道,27.232,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168g169g63b64b65,19,7
24,舵落口,66,宋家岗,29.271,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168g169g63b64b65b66,20,7
24,舵落口,67,航空总部,30.698,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168g169g63b64b65b66b67,21,7
24,舵落口,68,天河机场,36.702,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168g169g63b64b65b66b67b68,22,8
24,舵落口,69,市民之家,20.879,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70c69,18,6
24,舵落口,70,后湖大道,19.212,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70,17,6
24,舵落口,71,兴业路,18.031,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71,16,6
24,舵落口,72,二七小路,16.778,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72,15,5
24,舵落口,73,罗家庄,16.019,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73,14,5
24,舵落口,74,赵家条,15.137,24a23a22a21a20a19a18c80c79f56f161f76c75c74,13,5
24,舵落口,75,惠济二路,14.241,24a23a22a21a20a19a18c80c79f56f161f76c75,12,5
24,舵落口,76,香港路,13.307,24a23a22a21a20a19a18c80c79f56f161f76,11,5
24,舵落口,77,菱角湖路,12.991,24a23a22a21a20a19a18c80c79c78c57c77,11,5
24,舵落口,78,云飞路,10.43,24a23a22a21a20a19a18c80c79c78,9,4
24,舵落口,79,武汉商务区,9.203,24a23a22a21a20a19a18c80c79,8,4
24,舵落口,80,双墩,7.378,24a23a22a21a20a19a18c80,7,3
24,舵落口,81,王家湾,8.927,24a23a22a21a20a19a18c81,7,4
24,舵落口,82,龙阳村,10.034,24a23a22a21a20a19a18c81c82,8,4
24,舵落口,83,陶家岭,10.94,24a23a22a21a20a19a18c81c82c83,9,4
24,舵落口,84,四新大道,12.299,24a23a22a21a20a19a18c81c82c83c84,10,5
24,舵落口,85,汉阳客运站,13.227,24a23a22a21a20a19a18c81c82c83c84c85,11,5
24,舵落口,86,三角湖,14.79,24a23a22a21a20a19a18c81c82c83c84c85c86,12,5
24,舵落口,87,体育中心,16.244,24a23a22a21a20a19a18c81c82c83c84c85c86c87,13,5
24,舵落口,88,东风公司,17.086,24a23a22a21a20a19a18c81c82c83c84c85c86c87c88,14,5
24,舵落口,89,沌阳大道,18.535,24a23a22a21a20a19a18c81c82c83c84c85c86c87c88c89,15,6
24,舵落口,90,武汉火车站,29.758,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97d96d95d94d93d92d91d90,25,7
24,舵落口,91,杨春湖,28.948,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97d96d95d94d93d92d91,24,7
24,舵落口,92,工业四路,27.775,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97d96d95d94d93d92,23,7
24,舵落口,93,仁和路,26.141,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97d96d95d94d93,22,7
24,舵落口,94,园林路,24.808,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97d96d95d94,21,7
24,舵落口,95,罗家港,23.772,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97d96d95,20,6
24,舵落口,96,铁机路,22.601,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97d96,19,6
24,舵落口,97,岳家嘴,21.569,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97,18,6
24,舵落口,98,东亭,22.497,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97d98,19,6
24,舵落口,99,青鱼嘴,23.086,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49d100d99,19,6
24,舵落口,100,楚河汉街,21.86,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49d100,18,6
24,舵落口,101,梅苑小区,21.418,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102d101,17,6
24,舵落口,102,武昌火车站,20.518,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102,16,6
24,舵落口,103,首义路,19.621,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103,15,6
24,舵落口,104,复兴路,18.903,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104,14,6
24,舵落口,105,拦江路,15.625,24a23a22a21a20a19a18c81d110d109d108d107d106d105,13,5
24,舵落口,106,钟家村,14.791,24a23a22a21a20a19a18c81d110d109d108d107d106,12,5
24,舵落口,107,汉阳火车站,13.217,24a23a22a21a20a19a18c81d110d109d108d107,11,5
24,舵落口,108,五里墩,12.205,24a23a22a21a20a19a18c81d110d109d108,10,5
24,舵落口,109,七里庙,11.081,24a23a22a21a20a19a18c81d110d109,9,4
24,舵落口,110,十里铺,9.877,24a23a22a21a20a19a18c81d110,8,4
24,舵落口,111,玉龙路,9.828,24a23a22a21a20a19a18c81d111,8,4
24,舵落口,112,永安堂,11.071,24a23a22a21a20a19a18c81d111d112,9,4
24,舵落口,113,孟家铺,12.55,24a23a22a21a20a19a18c81d111d112d113,10,5
24,舵落口,114,黄金口,15.312,24a23a22a21a20a19a18c81d111d112d113d114,11,5
24,舵落口,115,新天,18.062,24a23a22a21a20a19a18c81d111d112d113d114d115,12,6
24,舵落口,116,集贤,19.429,24a23a22a21a20a19a18c81d111d112d113d114d115d116,13,6
24,舵落口,117,知音,21.44,24a23a22a21a20a19a18c81d111d112d113d114d115d116d117,14,6
24,舵落口,118,新农,23.26,24a23a22a21a20a19a18c81d111d112d113d114d115d116d117d118,15,6
24,舵落口,119,凤凰路,24.713,24a23a22a21a20a19a18c81d111d112d113d114d115d116d117d118d119,16,7
24,舵落口,120,蔡甸广场,26.861,24a23a22a21a20a19a18c81d111d112d113d114d115d116d117d118d119d120,17,7
24,舵落口,121,临嶂大道,28.102,24a23a22a21a20a19a18c81d111d112d113d114d115d116d117d118d119d120d121,18,7
24,舵落口,122,新庙村,30.183,24a23a22a21a20a19a18c81d111d112d113d114d115d116d117d118d119d120d121d122,19,7
24,舵落口,123,柏林,31.6,24a23a22a21a20a19a18c81d111d112d113d114d115d116d117d118d119d120d121d122d123,20,7
24,舵落口,124,车城东路,18.383,24a23a22a21a20a19a18c81c82c83c84c85c86c87c88e124,15,6
24,舵落口,125,江城大道,20.662,24a23a22a21a20a19a18c81c82c83c84c85c86c87c88e124e125,16,6
24,舵落口,126,老关村,22.611,24a23a22a21a20a19a18c81d110d109d108d107d106e131e130e129e128e127e126,18,6
24,舵落口,127,国博中心南,20.785,24a23a22a21a20a19a18c81d110d109d108d107d106e131e130e129e128e127,17,6
24,舵落口,128,国博中心北,20.029,24a23a22a21a20a19a18c81d110d109d108d107d106e131e130e129e128,16,6
24,舵落口,129,前进村,18.504,24a23a22a21a20a19a18c81d110d109d108d107d106e131e130e129,15,6
24,舵落口,130,建港,17.551,24a23a22a21a20a19a18c81d110d109d108d107d106e131e130,14,5
24,舵落口,131,马鹦路,16.073,24a23a22a21a20a19a18c81d110d109d108d107d106e131,13,5
24,舵落口,132,琴台,15.724,24a23a22a21a20a19a18c81d110d109d108d107d106e132,13,5
24,舵落口,133,武胜路,16.404,24a23a22a21a20a19a18a17a16a15a14a13a12b53e135e134e133,16,5
24,舵落口,134,汉正街,15.642,24a23a22a21a20a19a18a17a16a15a14a13a12b53e135e134,15,5
24,舵落口,135,六渡桥,14.665,24a23a22a21a20a19a18a17a16a15a14a13a12b53e135,14,5
24,舵落口,136,苗栗路,14.171,24a23a22a21a20a19a18c80c79f56f161f76e136,12,5
24,舵落口,137,三眼桥,14.331,24a23a22a21a20a19a18c80c79f56f161f76e137,12,5
24,舵落口,138,唐家墩,15.284,24a23a22a21a20a19a18c80c79f56f161f76e137e138,13,5
24,舵落口,139,石桥,16.761,24a23a22a21a20a19a18c80c79f56f161f76e137e138e139,14,5
24,舵落口,140,杨汊湖,17.605,24a23a22a21a20a19a18c80c79f56f161f76e137e138e139e140,15,5
24,舵落口,141,轻工大学,16.013,24a23a22a21a20a19a18c80c79f162f163f142e141,12,5
24,舵落口,142,园博园北,14.811,24a23a22a21a20a19a18c80c79f162f163f142,11,5
24,舵落口,143,金银湖,16.559,24a23a22a21a20a19a18c80c79f162f163f142e143,12,5
24,舵落口,144,金银湖公园,18.95,24a23a22a21a20a19a18c80c79f162f163f142e143e144,13,6
24,舵落口,145,青龙山地铁小镇,45.389,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153f152f151f150f149f148f147f146f145,28,9
24,舵落口,146,纸坊大街,42.146,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153f152f151f150f149f148f147f146,27,9
24,舵落口,147,北华街,40.785,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153f152f151f150f149f148f147,26,9
24,舵落口,148,谭鑫培公园,39.175,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153f152f151f150f149f148,25,8
24,舵落口,149,江夏客厅,37.175,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153f152f151f150f149,24,8
24,舵落口,150,大花岭,34.668,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153f152f151f150,23,8
24,舵落口,151,新路村,31.23,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153f152f151,22,7
24,舵落口,152,野芷湖,28.839,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153f152,21,7
24,舵落口,153,板桥,27.122,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154f153,20,7
24,舵落口,154,湖工大,26.055,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155f154,19,7
24,舵落口,155,建安街,23.761,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156f155,18,6
24,舵落口,156,瑞安街,22.378,24a23a22a21a20a19a18c81d110d109d108d107d106d105d104d103d102f156,17,6
24,舵落口,157,小东门,19.544,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51f157,16,6
24,舵落口,158,新河街,19.826,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51f158,16,6
24,舵落口,159,湖北大学,20.103,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160f159,16,6
24,舵落口,160,徐家棚,18.512,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160,15,6
24,舵落口,161,取水楼,11.849,24a23a22a21a20a19a18c80c79f56f161,10,4
24,舵落口,162,常码头,10.789,24a23a22a21a20a19a18c80c79f162,9,4
24,舵落口,163,园博园,12.674,24a23a22a21a20a19a18c80c79f162f163,10,5
24,舵落口,164,梨园,22.442,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165g97g164,19,6
24,舵落口,165,汪家墩,20.251,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166g165,17,6
24,舵落口,166,徐东,19.504,24a23a22a21a20a19a18a17a16a15a14a13a12a11a10f160g166,16,6
24,舵落口,167,竹叶山,16.531,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167,14,5
24,舵落口,168,中一路,18.105,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168,15,6
24,舵落口,169,塔子湖,19.753,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168g169,16,6
24,舵落口,170,金潭路,22.498,24a23a22a21a20a19a18c80c79f56f161f76c75c74g167g168g169g63g170,18,6
24,舵落口,171,左岭,53.947,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179h178h177h176h175h174h173h172h171,41,10
24,舵落口,172,未来三路,52.503,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179h178h177h176h175h174h173h172,40,10
24,舵落口,173,未来一路,50.474,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179h178h177h176h175h174h173,39,10
24,舵落口,174,长岭山,48.321,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179h178h177h176h175h174,38,9
24,舵落口,175,光谷七路,45.519,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179h178h177h176h175,37,9
24,舵落口,176,豹澥,44.452,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179h178h177h176,36,9
24,舵落口,177,光谷六路,43.319,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179h178h177,35,9
24,舵落口,178,光谷五路,42.393,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179h178,34,9
24,舵落口,179,光谷四路,41.106,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180h179,33,9
24,舵落口,180,光谷生物园,40.031,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181h180,32,9
24,舵落口,181,光谷同济医院,38.611,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182h181,31,8
24,舵落口,182,湖口,36.671,24a23a22a21a20a19a18a17a16a15a14a13a12b53b52b51b50b49b48b47b46b45b44b43b42b41b40b39b38b37h182,30,8
24,舵落口,183,金台,53.787,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188i187i186i185i184i183,32,10
24,舵落口,184,施岗,51.828,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188i187i186i185i184,31,10
24,舵落口,185,阳逻开发区,48.596,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188i187i186i185,30,9
24,舵落口,186,阳逻,47.136,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188i187i186,29,9
24,舵落口,187,武生院,44.349,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188i187,28,9
24,舵落口,188,军民村,43.331,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189i188,27,9
24,舵落口,189,沙口,39.546,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190i189,26,8
24,舵落口,190,武湖,34.918,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191i190,25,8
24,舵落口,191,高车,32.688,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192i191,24,8
24,舵落口,192,青龙,30.394,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193i192,23,7
24,舵落口,193,谌家矶,27.23,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194i193,22,7
24,舵落口,194,朱家河,26.349,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195i194,21,7
24,舵落口,195,幸福湾,23.998,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196i195,20,6
24,舵落口,196,新荣客运站,21.956,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197i196,19,6
24,舵落口,197,百步亭花园路,20.197,24a23a22a21a20a19a18c80c79f56f161f76c75c74c73c72c71c70i197,18,6
25,竹叶海,0,汉口北,29.567,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4a3a2a1a0,25,7
25,竹叶海,1,滠口新城,26.157,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4a3a2a1,24,7
25,竹叶海,2,藤子岗,25.037,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4a3a2,23,7
25,竹叶海,3,堤角,24.012,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4a3,22,7
25,竹叶海,4,新荣,22.847,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5a4,21,6
25,竹叶海,5,丹水池,21.41,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6a5,20,6
25,竹叶海,6,徐洲新村,19.885,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7a6,19,6
25,竹叶海,7,二七路,19.09,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8a7,18,6
25,竹叶海,8,头道街,18.175,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9a8,17,6
25,竹叶海,9,黄浦路,16.972,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10a9,16,5
25,竹叶海,10,三阳路,15.817,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11a10,15,5
25,竹叶海,11,大智路,14.807,25a24a23a22a21a20a19a18a17a16a15a14a13a12a11,14,5
25,竹叶海,12,循礼门,13.724,25a24a23a22a21a20a19a18a17a16a15a14a13a12,13,5
25,竹叶海,13,友谊路,12.738,25a24a23a22a21a20a19a18a17a16a15a14a13,12,5
25,竹叶海,14,利济北路,11.85,25a24a23a22a21a20a19a18a17a16a15a14,11,4
25,竹叶海,15,崇仁路,10.97,25a24a23a22a21a20a19a18a17a16a15,10,4
25,竹叶海,16,硚口路,9.828,25a24a23a22a21a20a19a18a17a16,9,4
25,竹叶海,17,太平洋,8.783,25a24a23a22a21a20a19a18a17,8,4
25,竹叶海,18,宗关,7.203,25a24a23a22a21a20a19a18,7,3
25,竹叶海,19,汉西一路,6.282,25a24a23a22a21a20a19,6,3
25,竹叶海,20,古田四路,5.462,25a24a23a22a21a20,5,3
25,竹叶海,21,古田三路,4.667,25a24a23a22a21,4,3
25,竹叶海,22,古田二路,3.76,25a24a23a22,3,2
25,竹叶海,23,古田一路,2.242,25a24a23,2,2
25,竹叶海,24,舵落口,0.807,25a24,1,2
25,竹叶海,25,竹叶海,0,25,0,0
25,竹叶海,26,额头湾,0.944,25a26,1,2
25,竹叶海,27,五环大道,2.599,25a26a27,2,2
25,竹叶海,28,东吴大道,4.251,25a26a27a28,3,3
25,竹叶海,29,码头潭公园,5.288,25a26a27a28a29,4,3
25,竹叶海,30,三店,7.259,25a26a27a28a29a30,5,3
