station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance
武汉火车站,6:00,23:00,0.0,0.0,柏林,6:00,23:00,0.0,0.0,武汉火车站,6:30,23:00,0.0,0.0,柏林,6:30,23:00,0.0,0.0
杨春湖,6:01,23:01,0.8099999999999881,0.8099999999999881,新庙村,6:02,23:02,1.417,1.417,杨春湖,6:31,23:01,0.8099999999999881,0.8099999999999881,新庙村,6:32,23:02,1.417,1.417
工业四路,6:04,23:04,1.1730000000000018,1.9829999999999899,临嶂大道,6:05,23:05,2.081,3.498,工业四路,6:34,23:04,1.1730000000000018,1.9829999999999899,临嶂大道,6:35,23:05,2.081,3.498
仁和路,6:00,23:06,1.6340000000000003,3.6170000000000044,蔡甸广场,6:00,23:07,1.2409999999999997,4.739,仁和路,6:30,23:06,1.6340000000000003,3.6170000000000044,蔡甸广场,6:30,23:07,1.2409999999999997,4.739
园林路,6:02,23:09,1.3329999999999984,4.950000000000003,凤凰路,6:00,23:10,2.1479999999999997,6.887,园林路,6:32,23:09,1.3329999999999984,4.950000000000003,凤凰路,6:33,23:10,2.1479999999999997,6.887
罗家港,6:00,23:11,1.0360000000000014,5.986000000000004,新农,6:03,23:13,1.4530000000000012,8.34,罗家港,6:34,23:11,1.0360000000000014,5.986000000000004,新农,6:30,23:13,1.4530000000000012,8.34
铁机路,6:02,23:13,1.1709999999999923,7.1569999999999965,知音,6:00,23:15,1.8200000000000003,10.16,铁机路,6:36,23:13,1.1709999999999923,7.1569999999999965,知音,6:32,23:15,1.8200000000000003,10.16
岳家嘴,6:00,23:15,1.0319999999999965,8.189000000000007,集贤,6:02,23:18,2.0109999999999992,12.171,岳家嘴,6:30,23:15,1.0319999999999965,8.189000000000007,集贤,6:30,23:18,2.0109999999999992,12.171
东亭,6:02,23:17,0.9279999999999973,9.117000000000004,新天,6:00,23:21,1.3670000000000009,13.538,东亭,6:32,23:17,0.9279999999999973,9.117000000000004,新天,6:32,23:21,1.3670000000000009,13.538
青鱼嘴,6:04,23:19,1.0480000000000018,10.165000000000006,黄金口,6:04,23:24,2.75,16.288,青鱼嘴,6:34,23:19,1.0480000000000018,10.165000000000006,黄金口,6:30,23:24,2.75,16.288
楚河汉街,6:00,23:22,1.225999999999999,11.391000000000005,孟家铺,6:00,23:28,2.7620000000000005,19.05,楚河汉街,6:36,23:22,1.225999999999999,11.391000000000005,孟家铺,6:33,23:28,2.7620000000000005,19.05
洪山广场,6:03,23:24,1.0769999999999982,12.468000000000004,永安堂,6:02,23:30,1.4789999999999992,20.529,洪山广场,6:30,23:24,1.0769999999999982,12.468000000000004,永安堂,6:35,23:30,1.4789999999999992,20.529
中南路,6:00,23:26,0.9660000000000082,13.433999999999997,玉龙路,6:00,23:33,1.243000000000002,21.772,中南路,6:32,23:26,0.9660000000000082,13.433999999999997,玉龙路,6:38,23:33,1.243000000000002,21.772
梅苑小区,6:02,23:28,1.0949999999999989,14.528999999999996,王家湾,6:02,23:35,0.9009999999999962,22.673,梅苑小区,6:34,23:28,1.0949999999999989,14.528999999999996,王家湾,6:30,23:35,0.9009999999999962,22.673
武昌火车站,6:00,23:31,0.8999999999999915,15.428999999999988,十里铺,6:00,23:37,0.9500000000000028,23.623,武昌火车站,6:36,23:31,0.8999999999999915,15.428999999999988,十里铺,6:31,23:37,0.9500000000000028,23.623
首义路,6:03,23:33,0.8970000000000056,16.326000000000008,七里庙,6:02,23:39,1.2040000000000006,24.827,首义路,6:38,23:33,0.8970000000000056,16.326000000000008,七里庙,6:34,23:39,1.2040000000000006,24.827
复兴路,6:00,23:35,0.7179999999999893,17.043999999999997,五里墩,6:00,23:41,1.1240000000000023,25.951,复兴路,6:30,23:35,0.7179999999999893,17.043999999999997,五里墩,6:36,23:41,1.1240000000000023,25.951
拦江路,6:00,23:39,3.2779999999999987,20.321999999999996,汉阳火车站,6:02,23:43,1.0120000000000005,26.963,拦江路,6:33,23:39,3.2779999999999987,20.321999999999996,汉阳火车站,6:38,23:43,1.0120000000000005,26.963
钟家村,6:02,23:41,0.8340000000000032,21.15599999999999,钟家村,6:00,23:46,1.573999999999998,28.537,钟家村,6:36,23:41,0.8340000000000032,21.15599999999999,钟家村,6:30,23:46,1.573999999999998,28.537
汉阳火车站,6:00,23:43,1.573999999999998,22.730000000000004,拦江路,6:01,23:48,0.8340000000000032,29.371,汉阳火车站,6:38,23:43,1.573999999999998,22.730000000000004,拦江路,6:31,23:48,0.8340000000000032,29.371
五里墩,6:02,23:46,1.0120000000000005,23.742000000000004,复兴路,6:00,23:52,3.2779999999999987,32.649,五里墩,6:30,23:46,1.0120000000000005,23.742000000000004,复兴路,6:35,23:52,3.2779999999999987,32.649
七里庙,6:04,23:48,1.1240000000000023,24.865999999999993,首义路,6:01,23:54,0.7179999999999893,33.367,七里庙,6:32,23:48,1.1240000000000023,24.865999999999993,首义路,6:37,23:54,0.7179999999999893,33.367
十里铺,6:00,23:50,1.2040000000000006,26.07,武昌火车站,6:04,23:56,0.8970000000000056,34.264,十里铺,6:34,23:50,1.2040000000000006,26.07,武昌火车站,6:30,23:56,0.8970000000000056,34.264
王家湾,6:02,23:52,0.9500000000000028,27.020000000000003,梅苑小区,6:06,23:58,0.8999999999999915,35.164,王家湾,6:36,23:52,0.9500000000000028,27.020000000000003,梅苑小区,6:31,23:58,0.8999999999999915,35.164
玉龙路,6:00,23:54,0.9009999999999962,27.921000000000006,中南路,6:00,0:00,1.0949999999999989,36.259,玉龙路,6:38,23:54,0.9009999999999962,27.921000000000006,中南路,6:34,0:00,1.0949999999999989,36.259
永安堂,6:02,23:56,1.243000000000002,29.163999999999994,洪山广场,6:02,0:03,0.9660000000000082,37.225,永安堂,6:30,23:56,1.243000000000002,29.163999999999994,洪山广场,6:36,0:03,0.9660000000000082,37.225
孟家铺,6:00,23:59,1.4789999999999992,30.642999999999994,楚河汉街,6:04,0:05,1.0769999999999982,38.302,孟家铺,6:32,23:59,1.4789999999999992,30.642999999999994,楚河汉街,6:38,0:05,1.0769999999999982,38.302
黄金口,6:03,0:02,2.7620000000000005,33.404999999999994,青鱼嘴,6:00,0:07,1.225999999999999,39.528,黄金口,6:35,0:02,2.7620000000000005,33.404999999999994,青鱼嘴,6:30,0:07,1.225999999999999,39.528
新天,6:00,0:06,2.75,36.154999999999994,东亭,6:02,0:09,1.0480000000000018,40.576,新天,6:30,0:06,2.75,36.154999999999994,东亭,6:32,0:09,1.0480000000000018,40.576
集贤,6:02,0:08,1.3670000000000009,37.522,岳家嘴,6:00,0:11,0.9279999999999973,41.504,集贤,6:32,0:08,1.3670000000000009,37.522,岳家嘴,6:34,0:11,0.9279999999999973,41.504
知音,6:00,0:11,2.0109999999999992,39.532999999999994,铁机路,6:02,0:13,1.0319999999999965,42.536,知音,6:35,0:11,2.0109999999999992,39.532999999999994,铁机路,6:36,0:13,1.0319999999999965,42.536
新农,6:03,0:14,1.8200000000000003,41.353,罗家港,6:04,0:16,1.1709999999999923,43.707,新农,6:30,0:14,1.8200000000000003,41.353,罗家港,6:38,0:16,1.1709999999999923,43.707
凤凰路,6:00,0:16,1.4530000000000012,42.806,园林路,6:00,0:18,1.0360000000000014,44.743,凤凰路,6:32,0:16,1.4530000000000012,42.806,园林路,6:40,0:18,1.0360000000000014,44.743
蔡甸广场,6:03,0:19,2.1479999999999997,44.95399999999999,仁和路,6:02,0:20,1.3329999999999984,46.076,蔡甸广场,6:35,0:19,2.1479999999999997,44.95399999999999,仁和路,6:30,0:20,1.3329999999999984,46.076
临嶂大道,6:05,0:22,1.2409999999999997,46.19499999999999,工业四路,6:04,0:23,1.6340000000000003,47.71,临嶂大道,6:30,0:22,1.2409999999999997,46.19499999999999,工业四路,6:32,0:23,1.6340000000000003,47.71
新庙村,6:00,0:25,2.081,48.275999999999996,杨春湖,6:00,0:25,1.1730000000000018,48.883,新庙村,6:32,0:25,2.081,48.275999999999996,杨春湖,6:34,0:25,1.1730000000000018,48.883
柏林,——,0:26,1.417,49.693,武汉火车站,——,0:26,0.8099999999999881,49.693,柏林,——,0:26,1.417,49.693,武汉火车站,——,0:26,0.8099999999999881,49.693
