station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance
小龟山,6:02,23:45,1.1679999999999922,23.308000000000007,螃蟹岬,6:00,23:58,1.5789999999999935,36.066,小龟山,6:30,23:45,1.1679999999999922,23.308000000000007,螃蟹岬,6:30,23:58,1.5789999999999935,36.066
螃蟹岬,6:00,23:47,0.9300000000000068,24.238,小龟山,6:02,23:59,0.9300000000000068,36.996,螃蟹岬,6:32,23:47,0.9300000000000068,24.238,小龟山,6:32,23:59,0.9300000000000068,36.996
积玉桥,6:03,23:50,1.5789999999999935,25.816999999999993,洪山广场,6:00,0:02,1.1679999999999922,38.164,积玉桥,6:30,23:50,1.5789999999999935,25.816999999999993,洪山广场,6:30,0:02,1.1679999999999922,38.164
江汉路,6:00,23:55,3.2920000000000016,29.108999999999995,中南路,6:02,0:04,0.9660000000000082,39.13,江汉路,6:30,23:55,3.2920000000000016,29.108999999999995,中南路,6:32,0:04,0.9660000000000082,39.13
循礼门,6:02,23:57,0.8969999999999985,30.006000000000007,宝通寺,6:00,0:07,1.4179999999999922,40.548,循礼门,6:32,23:57,0.8969999999999985,30.006000000000007,宝通寺,6:30,0:07,1.4179999999999922,40.548
中山公园,6:05,0:00,1.5429999999999993,31.549,街道口,6:00,0:10,1.2379999999999995,41.786,中山公园,6:30,0:00,1.5429999999999993,31.549,街道口,6:32,0:10,1.2379999999999995,41.786
青年路,6:07,0:02,0.945999999999998,32.495,广埠屯,6:02,0:12,0.9509999999999934,42.737,青年路,6:32,0:02,0.945999999999998,32.495,广埠屯,6:30,0:12,0.9509999999999934,42.737
王家墩东,6:00,0:04,1.0020000000000024,33.49700000000001,虎泉,6:00,0:15,1.6129999999999995,44.35,王家墩东,6:34,0:04,1.0020000000000024,33.49700000000001,虎泉,6:33,0:15,1.6129999999999995,44.35
范湖,6:02,0:07,1.4099999999999966,34.907,杨家湾,6:03,0:18,1.441999999999993,45.792,范湖,6:30,0:07,1.4099999999999966,34.907,杨家湾,6:30,0:18,1.441999999999993,45.792
汉口火车站,6:00,0:09,1.216000000000001,36.123,光谷广场,6:00,0:20,1.3170000000000073,47.109,汉口火车站,6:32,0:09,1.216000000000001,36.123,光谷广场,6:32,0:20,1.3170000000000073,47.109
长港路,6:02,0:12,1.4069999999999965,37.53,珞雄路,6:00,0:22,0.7939999999999969,47.903,长港路,6:30,0:12,1.4069999999999965,37.53,珞雄路,6:30,0:22,0.7939999999999969,47.903
常青花园,6:05,0:15,1.7250000000000014,39.25500000000001,华中科技大学,6:02,0:24,1.0090000000000003,48.912,常青花园,6:32,0:15,1.7250000000000014,39.25500000000001,华中科技大学,6:32,0:24,1.0090000000000003,48.912
金银潭,6:00,0:17,1.0919999999999987,40.346999999999994,光谷大道,6:00,0:26,0.8169999999999931,49.729,金银潭,6:30,0:17,1.0919999999999987,40.346999999999994,光谷大道,6:34,0:26,0.8169999999999931,49.729
常青城,6:03,0:20,2.0120000000000005,42.358999999999995,佳园路,6:02,0:29,1.367999999999995,51.097,常青城,6:33,0:20,2.0120000000000005,42.358999999999995,佳园路,6:30,0:29,1.367999999999995,51.097
宏图大道,6:07,0:25,2.8859999999999992,45.245000000000005,光谷火车站,6:00,0:31,1.487000000000009,52.584,宏图大道,6:37,0:25,2.8859999999999992,45.245000000000005,光谷火车站,6:32,0:31,1.487000000000009,52.584
盘龙城,6:00,0:29,3.945999999999998,49.191,黄龙山路,6:02,0:33,1.0589999999999975,53.643,盘龙城,6:30,0:29,3.945999999999998,49.191,黄龙山路,6:30,0:33,1.0589999999999975,53.643
巨龙大道,6:02,0:32,1.6429999999999971,50.834,金融港北,6:05,0:36,2.0379999999999967,55.681,巨龙大道,6:32,0:32,1.6429999999999971,50.834,金融港北,6:33,0:36,2.0379999999999967,55.681
宋家岗,6:05,0:35,2.0389999999999997,52.873,秀湖,6:00,0:39,1.6030000000000086,57.284,宋家岗,6:35,0:35,2.0389999999999997,52.873,秀湖,6:30,0:39,1.6030000000000086,57.284
航空总部,6:08,0:38,1.4269999999999996,54.30000000000001,藏龙东街,6:02,0:42,1.9990000000000094,59.283,航空总部,6:30,0:38,1.4269999999999996,54.30000000000001,藏龙东街,6:32,0:42,1.9990000000000094,59.283
天河机场,——,0:44,6.004,60.304,佛祖岭,——,0:44,1.0210000000000008,60.304,天河机场,——,0:44,6.004,60.304,佛祖岭,——,0:44,1.0210000000000008,60.304
