station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance,station,first_train,last_train,interval,distance
古田三路,6:00,23:49,0.7949999999999982,24.900000000000002,三阳路,6:02,23:48,1.009999999999998,24.186,古田三路,6:33,23:49,0.7949999999999982,24.900000000000002,三阳路,6:32,23:48,1.009999999999998,24.186
古田二路,6:02,23:51,0.907,25.807,黄浦路,6:04,23:50,1.1550000000000011,25.341,古田二路,6:35,23:51,0.907,25.807,黄浦路,6:35,23:50,1.1550000000000011,25.341
古田一路,6:04,23:53,1.5180000000000007,27.324999999999996,头道街,6:00,23:52,1.203000000000003,26.544,古田一路,6:30,23:53,1.5180000000000007,27.324999999999996,头道街,6:30,23:52,1.203000000000003,26.544
舵落口,6:00,23:56,1.4349999999999987,28.76,二七路,6:02,23:54,0.9149999999999991,27.459,舵落口,6:32,23:56,1.4349999999999987,28.76,二七路,6:31,23:54,0.9149999999999991,27.459
竹叶海,6:02,23:58,0.8070000000000022,29.567,徐洲新村,6:03,23:56,0.7950000000000017,28.254,竹叶海,6:34,23:58,0.8070000000000022,29.567,徐洲新村,6:33,23:56,0.7950000000000017,28.254
额头湾,6:03,0:00,0.9440000000000008,30.510999999999996,丹水池,6:06,23:59,1.5249999999999986,29.779,额头湾,6:30,0:00,0.9440000000000008,30.510999999999996,丹水池,6:36,23:59,1.5249999999999986,29.779
五环大道,6:00,0:02,1.6550000000000011,32.166000000000004,新荣,6:00,0:02,1.4370000000000047,31.216,五环大道,6:32,0:02,1.6550000000000011,32.166000000000004,新荣,6:30,0:02,1.4370000000000047,31.216
东吴大道,6:02,0:05,1.6519999999999992,33.818,堤角,6:02,0:04,1.1649999999999991,32.381,东吴大道,6:35,0:05,1.6519999999999992,33.818,堤角,6:32,0:04,1.1649999999999991,32.381
码头潭公园,6:00,0:07,1.037,34.855000000000004,藤子岗,6:04,0:06,1.0250000000000057,33.406,码头潭公园,6:30,0:07,1.037,34.855000000000004,藤子岗,6:34,0:06,1.0250000000000057,33.406
三店,6:02,0:10,1.9709999999999996,36.826,滠口新城,6:00,0:08,1.1200000000000045,34.526,三店,6:32,0:10,1.9709999999999996,36.826,滠口新城,6:30,0:08,1.1200000000000045,34.526
径河,——,0:12,1.11,37.936,汉口北,——,0:12,3.4099999999999966,37.936,径河,——,0:12,1.11,37.936,汉口北,——,0:12,3.4099999999999966,37.936
