distance,price,route,begin_id,end_id,time
32.182,8,59b51f149,60,150,45
29.675,7,59b51f150,60,151,43
26.237,7,59b51f151,60,152,40
23.846,6,59b51f152,60,153,38
22.129,6,59b51f153,60,154,36
21.062,6,59b51f154,60,155,34
18.768,6,59b51f155,60,156,32
17.385,5,59b51f156,60,157,30
14.151,5,59b51f157,60,158,25
14.237,5,59b57c76f158,60,159,20
12.17,5,59b57c76f159,60,160,18
10.579,4,59b57c76f160,60,161,16
5.197,3,59b56f161,60,162,11
6.321,3,59b57c79f162,60,163,13
6.025,3,59b60e142f163,60,164,11
14.509,5,59b57c76f160g164,60,165,25
12.318,5,59b57c76f160g165,60,166,20
11.571,4,59b57c76f160g166,60,167,18
8.455,4,59b57c74g167,60,168,18
10.029,4,59b57c74g168,60,169,20
9.605,4,59b63g169,60,170,13
8.57,4,59b63g170,60,171,13
48.554,9,59b37h171,60,172,79
47.11,9,59b37h172,60,173,77
45.081,9,59b37h173,60,174,74
42.928,9,59b37h174,60,175,72
40.126,9,59b37h175,60,176,72
39.059,8,59b37h176,60,177,70
37.926,8,59b37h177,60,178,67
37,8,59b37h178,60,179,65
35.713,8,59b37h179,60,180,62
34.638,8,59b37h180,60,181,60
33.218,8,59b37h181,60,182,58
31.278,7,59b37h182,60,183,56
45.711,9,59b57c70i183,60,184,58
43.752,9,59b57c70i184,60,185,56
40.52,9,59b57c70i185,60,186,53
39.06,8,59b57c70i186,60,187,51
36.273,8,59b57c70i187,60,188,49
35.255,8,59b57c70i188,60,189,47
31.47,7,59b57c70i189,60,190,45
26.842,7,59b57c70i190,60,191,43
24.612,7,59b57c70i191,60,192,40
22.318,6,59b57c70i192,60,193,38
19.154,6,59b57c70i193,60,194,36
18.273,6,59b57c70i194,60,195,34
15.922,5,59b57c70i195,60,196,32
13.88,5,59b57c70i196,60,197,30
12.121,5,59b57c70i197,60,198,27
22.004,6,60e76f10a0,61,1,38
18.594,6,60e76f10a1,61,2,36
17.474,5,60e76f10a2,61,3,34
16.449,5,60e76f10a3,61,4,32
15.284,5,60e76f10a4,61,5,30
13.847,5,60e76f10a5,61,6,27
12.322,5,60e76f10a6,61,7,25
11.527,4,60e76f10a7,61,8,22
10.612,4,60e76f10a8,61,9,20
9.409,4,60e76f10a9,61,10,18
8.254,4,60e76f10,61,11,16
8.076,4,6.00E+12,61,12,18
9.159,4,60e11a12,61,13,20
10.145,4,60e11a13,61,14,22
11.033,4,60e11a14,61,15,25
11.913,4,60e11a15,61,16,27
11.892,4,60b57c18a16,61,17,22
10.847,4,60b57c18a17,61,18,20
9.267,4,60b57c18,61,19,18
10.188,4,60b57c18a19,61,20,20
11.008,4,60b57c18a20,61,21,22
11.803,4,60b57c18a21,61,22,25
12.71,5,60b57c18a22,61,23,27
14.228,5,60b57c18a23,61,24,30
15.663,5,60b57c18a24,61,25,32
16.47,5,60b57c18a25,61,26,34
17.414,5,60b57c18a26,61,27,36
19.069,6,60b57c18a27,61,28,38
20.721,6,60b57c18a28,61,29,40
21.758,6,60b57c18a29,61,30,43
23.729,6,60b57c18a30,61,31,45
24.839,7,60b57c18a31,61,32,47
38.738,8,60e53b32,61,33,67
37.717,8,60e53b33,61,34,65
35.718,8,60e53b34,61,35,62
34.115,8,60e53b35,61,36,60
32.077,8,60e53b36,61,37,58
31.018,7,60e53b37,61,38,56
29.531,7,60e53b38,61,39,53
28.163,7,60e53b39,61,40,51
27.346,7,60e53b40,61,41,49
26.337,7,60e53b41,61,42,47
25.543,7,60e53b42,61,43,45
24.226,7,60e53b43,61,44,43
22.784,6,60e53b44,61,45,40
21.171,6,60e53b45,61,46,38
20.22,6,60e53b46,61,47,36
18.982,6,60e53b47,61,48,34
17.564,5,60e53b48,61,49,32
16.598,5,60e53b49,61,50,30
15.43,5,60e53b50,61,51,27
14.5,5,60e53b51,61,52,25
12.921,5,60e53b52,61,53,22
9.629,4,6.00E+54,61,54,20
7.706,3,60b54,61,55,16
6.76,3,60b55,61,56,13
5.758,3,60b56,61,57,11
4.348,3,60b57,61,58,8
3.132,2,60b58,61,59,6
1.725,2,60b59,61,60,4
0,0,60,61,61,0
1.092,2,60b61,61,62,4
3.104,2,60b62,61,63,6
5.99,3,60b63,61,64,8
9.936,4,60b64,61,65,11
11.579,4,60b65,61,66,13
13.618,5,60b66,61,67,16
15.045,5,60b67,61,68,18
21.049,6,60b68,61,69,20
8.412,4,60b63c69,61,70,11
10.079,4,60b63c70,61,71,13
11.132,4,60e76c71,61,72,25
9.879,4,60e76c72,61,73,22
9.12,4,60e76c73,61,74,20
8.238,4,60e76c74,61,75,18
7.342,3,60e76c75,61,76,16
6.408,3,6.00E+77,61,77,13
6.024,3,60b57c77,61,78,11
5.233,3,60b57c78,61,79,11
6.46,3,60b57c79,61,80,13
8.285,4,60b57c80,61,81,16
11.798,4,60b57c81,61,82,20
12.905,5,60b57c82,61,83,22
13.811,5,60b57c83,61,84,25
15.17,5,60b57c84,61,85,27
16.098,5,60b57c85,61,86,30
17.661,5,60b57c86,61,87,32
19.115,6,60b57c87,61,88,34
19.957,6,60b57c88,61,89,36
21.406,6,60b57c89,61,90,38
23.002,6,60e76f160g97d90,61,91,40
22.192,6,60e76f160g97d91,61,92,38
21.019,6,60e76f160g97d92,61,93,36
19.385,6,60e76f160g97d93,61,94,34
18.052,6,60e76f160g97d94,61,95,32
17.016,5,60e76f160g97d95,61,96,30
15.845,5,60e76f160g97d96,61,97,27
14.813,5,60e76f160g97,61,98,25
15.741,5,60e76f160g97d98,61,99,27
16.789,5,60e76f160g97d99,61,100,30
17.675,5,60e53b49d100,61,101,32
17.633,5,60e53b51f102d101,61,102,32
16.733,5,60e53b51f102,61,103,30
17.63,5,60e53b51f102d103,61,104,32
18.348,6,60e53b51f102d104,61,105,34
15.843,5,60e106d105,61,106,34
15.009,5,6.00E+107,61,107,32
16.088,5,60b57c81d107,61,108,30
15.076,5,60b57c81d108,61,109,27
13.952,5,60b57c81d109,61,110,25
12.748,5,60b57c81d110,61,111,22
12.699,5,60b57c81d111,61,112,22
13.942,5,60b57c81d112,61,113,25
15.421,5,60b57c81d113,61,114,27
18.183,6,60b57c81d114,61,115,30
20.933,6,60b57c81d115,61,116,32
22.3,6,60b57c81d116,61,117,34
24.311,7,60b57c81d117,61,118,36
26.131,7,60b57c81d118,61,119,38
27.584,7,60b57c81d119,61,120,40
29.732,7,60b57c81d120,61,121,43
30.973,7,60b57c81d121,61,122,45
33.054,8,60b57c81d122,61,123,47
34.471,8,60b57c81d123,61,124,49
21.254,6,60b57c88e124,61,125,38
23.533,6,60b57c88e125,61,126,40
22.829,6,6.00E+127,61,127,45
21.003,6,6.00E+128,61,128,43
20.247,6,6.00E+129,61,129,40
18.722,6,6.00E+130,61,130,38
17.769,5,6.00E+131,61,131,36
16.291,5,6.00E+132,61,132,34
14.076,5,6.00E+133,61,133,30
12.219,5,6.00E+134,61,134,27
11.457,4,6.00E+135,61,135,25
10.48,4,6.00E+136,61,136,22
7.272,3,6.00E+137,61,137,16
5.384,3,6.00E+138,61,138,11
4.431,3,6.00E+139,61,139,8
2.954,2,6.00E+140,61,140,6
2.11,2,6.00E+141,61,141,4
0.961,2,6.00E+142,61,142,4
2.163,2,6.00E+143,61,143,6
3.911,2,6.00E+144,61,144,8
6.302,3,6.00E+145,61,145,11
41.604,9,60e53b51f145,61,146,56
38.361,8,60e53b51f146,61,147,53
37,8,60e53b51f147,61,148,51
35.39,8,60e53b51f148,61,149,49
33.39,8,60e53b51f149,61,150,47
30.883,7,60e53b51f150,61,151,45
27.445,7,60e53b51f151,61,152,43
25.054,7,60e53b51f152,61,153,40
23.337,6,60e53b51f153,61,154,38
22.27,6,60e53b51f154,61,155,36
19.976,6,60e53b51f155,61,156,34
18.593,6,60e53b51f156,61,157,32
15.359,5,60e53b51f157,61,158,27
15.414,5,60e76f158,61,159,22
13.347,5,60e76f159,61,160,20
11.756,4,60e76f160,61,161,18
6.922,3,60b56f161,61,162,13
6.185,3,60e142f162,61,163,11
4.3,3,60e142f163,61,164,8
15.686,5,60e76f160g164,61,165,27
13.495,5,60e76f160g165,61,166,22
12.748,5,60e76f160g166,61,167,20
9.632,4,60e76c74g167,61,168,20
9.528,4,60b63g168,61,169,13
7.88,3,60b63g169,61,170,11
6.845,3,60b63g170,61,171,11
49.762,9,60e53b37h171,61,172,82
48.318,9,60e53b37h172,61,173,79
46.289,9,60e53b37h173,61,174,77
44.136,9,60e53b37h174,61,175,74
41.334,9,60e53b37h175,61,176,72
40.267,9,60e53b37h176,61,177,72
39.134,8,60e53b37h177,61,178,70
38.208,8,60e53b37h178,61,179,67
36.921,8,60e53b37h179,61,180,65
35.846,8,60e53b37h180,61,181,62
34.426,8,60e53b37h181,61,182,60
32.486,8,60e53b37h182,61,183,58
44.654,9,60b63c70i183,61,184,47
42.695,9,60b63c70i184,61,185,45
39.463,8,60b63c70i185,61,186,43
38.003,8,60b63c70i186,61,187,40
35.216,8,60b63c70i187,61,188,38
34.198,8,60b63c70i188,61,189,36
30.413,7,60b63c70i189,61,190,34
25.785,7,60b63c70i190,61,191,32
23.555,6,60b63c70i191,61,192,30
21.261,6,60b63c70i192,61,193,27
18.097,6,60b63c70i193,61,194,25
17.216,5,60b63c70i194,61,195,22
14.865,5,60b63c70i195,61,196,20
12.823,5,60b63c70i196,61,197,18
11.064,4,60b63c70i197,61,198,16
23.096,6,61b60e76f10a0,62,1,40
19.686,6,61b60e76f10a1,62,2,38
18.566,6,61b60e76f10a2,62,3,36
17.541,5,61b60e76f10a3,62,4,34
16.376,5,61b60e76f10a4,62,5,32
14.939,5,61b60e76f10a5,62,6,30
13.414,5,61b60e76f10a6,62,7,27
12.619,5,61b60e76f10a7,62,8,25
11.704,4,61b60e76f10a8,62,9,22
10.501,4,61b60e76f10a9,62,10,20
9.346,4,61b60e76f10,62,11,18
9.168,4,61b60e11,62,12,20
10.251,4,61b60e11a12,62,13,22
11.237,4,61b60e11a13,62,14,25
12.125,5,61b60e11a14,62,15,27
13.005,5,61b60e11a15,62,16,30
12.984,5,61b57c18a16,62,17,25
11.939,4,61b57c18a17,62,18,22
10.359,4,61b57c18,62,19,20
11.28,4,61b57c18a19,62,20,22
12.1,5,61b57c18a20,62,21,25
12.895,5,61b57c18a21,62,22,27
13.802,5,61b57c18a22,62,23,30
15.32,5,61b57c18a23,62,24,32
16.755,5,61b57c18a24,62,25,34
17.562,5,61b57c18a25,62,26,36
18.506,6,61b57c18a26,62,27,38
20.161,6,61b57c18a27,62,28,40
21.813,6,61b57c18a28,62,29,43
22.85,6,61b57c18a29,62,30,45
24.821,7,61b57c18a30,62,31,47
25.931,7,61b57c18a31,62,32,49
39.83,8,61b60e32,62,33,70
38.809,8,61b60e33,62,34,67
36.81,8,61b60e34,62,35,65
35.207,8,61b60e35,62,36,62
33.169,8,61b60e36,62,37,60
32.11,8,61b60e37,62,38,58
30.623,7,61b60e38,62,39,56
29.255,7,61b60e39,62,40,53
28.438,7,61b60e40,62,41,51
27.429,7,61b60e41,62,42,49
26.635,7,61b60e42,62,43,47
25.318,7,61b60e43,62,44,45
23.876,6,61b60e44,62,45,43
22.263,6,61b60e45,62,46,40
21.312,6,61b60e46,62,47,38
20.074,6,61b60e47,62,48,36
18.656,6,61b60e48,62,49,34
17.69,5,61b60e49,62,50,32
16.522,5,61b60e50,62,51,30
15.592,5,61b60e51,62,52,27
14.013,5,61b60e52,62,53,25
10.721,4,61b60e53,62,54,22
8.798,4,61b54,62,55,18
7.852,3,61b55,62,56,16
6.85,3,61b56,62,57,13
5.44,3,61b57,62,58,11
4.224,3,61b58,62,59,8
2.817,2,61b59,62,60,6
1.092,2,61b60,62,61,4
0,0,61,62,62,0
2.012,2,61b62,62,63,4
4.898,3,61b63,62,64,6
8.844,4,61b64,62,65,8
10.487,4,61b65,62,66,11
12.526,5,61b66,62,67,13
13.953,5,61b67,62,68,16
19.957,6,61b68,62,69,18
7.32,3,61b63c69,62,70,8
8.987,4,61b63c70,62,71,11
10.168,4,61b63c71,62,72,13
10.971,4,61b60e76c72,62,73,25
10.212,4,61b60e76c73,62,74,22
9.33,4,61b60e76c74,62,75,20
8.434,4,61b60e76c75,62,76,18
7.5,3,61b60e76,62,77,16
7.116,3,61b57c77,62,78,13
6.325,3,61b57c78,62,79,13
7.552,3,61b57c79,62,80,16
9.377,4,61b57c80,62,81,18
12.89,5,61b57c81,62,82,22
13.997,5,61b57c82,62,83,25
14.903,5,61b57c83,62,84,27
16.262,5,61b57c84,62,85,30
17.19,5,61b57c85,62,86,32
18.753,6,61b57c86,62,87,34
20.207,6,61b57c87,62,88,36
21.049,6,61b57c88,62,89,38
22.498,6,61b57c89,62,90,40
24.094,7,61b60e76f160g97d90,62,91,43
23.284,6,61b60e76f160g97d91,62,92,40
22.111,6,61b60e76f160g97d92,62,93,38
20.477,6,61b60e76f160g97d93,62,94,36
19.144,6,61b60e76f160g97d94,62,95,34
18.108,6,61b60e76f160g97d95,62,96,32
16.937,5,61b60e76f160g97d96,62,97,30
15.905,5,61b60e76f160g97,62,98,27
16.833,5,61b60e76f160g97d98,62,99,30
17.881,5,61b60e76f160g97d99,62,100,32
18.767,6,61b60e49d100,62,101,34
18.725,6,61b60e51f102d101,62,102,34
17.825,5,61b60e51f102,62,103,32
18.722,6,61b60e51f102d103,62,104,34
19.44,6,61b60e51f102d104,62,105,36
16.935,5,61b60e106d105,62,106,36
16.101,5,61b60e106,62,107,34
17.18,5,61b57c81d107,62,108,32
16.168,5,61b57c81d108,62,109,30
15.044,5,61b57c81d109,62,110,27
13.84,5,61b57c81d110,62,111,25
13.791,5,61b57c81d111,62,112,25
15.034,5,61b57c81d112,62,113,27
16.513,5,61b57c81d113,62,114,30
19.275,6,61b57c81d114,62,115,32
22.025,6,61b57c81d115,62,116,34
23.392,6,61b57c81d116,62,117,36
25.403,7,61b57c81d117,62,118,38
27.223,7,61b57c81d118,62,119,40
28.676,7,61b57c81d119,62,120,43
30.824,7,61b57c81d120,62,121,45
32.065,8,61b57c81d121,62,122,47
34.146,8,61b57c81d122,62,123,49
35.563,8,61b57c81d123,62,124,51
22.346,6,61b57c88e124,62,125,40
24.625,7,61b57c88e125,62,126,43
23.921,6,61b60e126,62,127,47
22.095,6,61b60e127,62,128,45
21.339,6,61b60e128,62,129,43
19.814,6,61b60e129,62,130,40
18.861,6,61b60e130,62,131,38
17.383,5,61b60e131,62,132,36
15.168,5,61b60e132,62,133,32
13.311,5,61b60e133,62,134,30
12.549,5,61b60e134,62,135,27
11.572,4,61b60e135,62,136,25
8.364,4,61b60e136,62,137,18
6.476,3,61b60e137,62,138,13
5.523,3,61b60e138,62,139,11
4.046,3,61b60e139,62,140,8
3.202,2,61b60e140,62,141,6
2.053,2,61b60e141,62,142,6
3.255,2,61b60e142,62,143,8
5.003,3,61b60e143,62,144,11
7.394,3,61b60e144,62,145,13
42.696,9,61b60e51f145,62,146,58
39.453,8,61b60e51f146,62,147,56
38.092,8,61b60e51f147,62,148,53
36.482,8,61b60e51f148,62,149,51
34.482,8,61b60e51f149,62,150,49
31.975,7,61b60e51f150,62,151,47
28.537,7,61b60e51f151,62,152,45
26.146,7,61b60e51f152,62,153,43
24.429,7,61b60e51f153,62,154,40
23.362,6,61b60e51f154,62,155,38
21.068,6,61b60e51f155,62,156,36
19.685,6,61b60e51f156,62,157,34
16.451,5,61b60e51f157,62,158,30
16.506,5,61b60e76f158,62,159,25
14.439,5,61b60e76f159,62,160,22
12.848,5,61b60e76f160,62,161,20
8.014,4,61b56f161,62,162,16
7.277,3,61b60e142f162,62,163,13
5.392,3,61b60e142f163,62,164,11
16.778,5,61b60e76f160g164,62,165,30
14.587,5,61b60e76f160g165,62,166,25
13.84,5,61b60e76f160g166,62,167,22
10.01,4,61b63g167,62,168,13
8.436,4,61b63g168,62,169,11
6.788,3,61b63g169,62,170,8
5.753,3,61b63g170,62,171,8
50.854,10,61b60e37h171,62,172,85
49.41,9,61b60e37h172,62,173,82
47.381,9,61b60e37h173,62,174,79
45.228,9,61b60e37h174,62,175,77
42.426,9,61b60e37h175,62,176,74
41.359,9,61b60e37h176,62,177,72
40.226,9,61b60e37h177,62,178,72
39.3,8,61b60e37h178,62,179,70
38.013,8,61b60e37h179,62,180,67
36.938,8,61b60e37h180,62,181,65
35.518,8,61b60e37h181,62,182,62
33.578,8,61b60e37h182,62,183,60
43.562,9,61b63c70i183,62,184,45
41.603,9,61b63c70i184,62,185,43
38.371,8,61b63c70i185,62,186,40
36.911,8,61b63c70i186,62,187,38
34.124,8,61b63c70i187,62,188,36
33.106,8,61b63c70i188,62,189,34
29.321,7,61b63c70i189,62,190,32
24.693,7,61b63c70i190,62,191,30
22.463,6,61b63c70i191,62,192,27
20.169,6,61b63c70i192,62,193,25
17.005,5,61b63c70i193,62,194,22
16.124,5,61b63c70i194,62,195,20
13.773,5,61b63c70i195,62,196,18
11.731,4,61b63c70i196,62,197,16
9.972,4,61b63c70i197,62,198,13
23.406,6,62b63g9a0,63,1,36
19.996,6,62b63g9a1,63,2,34
18.876,6,62b63g9a2,63,3,32
17.851,5,62b63g9a3,63,4,30
16.686,5,62b63g9a4,63,5,27
15.249,5,62b63g9a5,63,6,25
13.724,5,62b63g9a6,63,7,22
12.929,5,62b63g9a7,63,8,20
12.014,5,62b63g9a8,63,9,18
10.811,4,62b63g9,63,10,16
11.358,4,62b60e76f10,63,11,20
11.18,4,62b60e11,63,12,22
12.263,5,62b60e11a12,63,13,25
13.249,5,62b60e11a13,63,14,27
14.137,5,62b60e11a14,63,15,30
15.017,5,62b60e11a15,63,16,32
14.996,5,62b57c18a16,63,17,27
13.951,5,62b57c18a17,63,18,25
12.371,5,62b57c18,63,19,22
13.292,5,62b57c18a19,63,20,25
14.112,5,62b57c18a20,63,21,27
14.907,5,62b57c18a21,63,22,30
15.814,5,62b57c18a22,63,23,32
17.332,5,62b57c18a23,63,24,34
18.767,6,62b57c18a24,63,25,36
19.574,6,62b57c18a25,63,26,38
20.518,6,62b57c18a26,63,27,40
22.173,6,62b57c18a27,63,28,43
23.825,6,62b57c18a28,63,29,45
24.862,7,62b57c18a29,63,30,47
26.833,7,62b57c18a30,63,31,49
27.943,7,62b57c18a31,63,32,51
41.842,9,62b60e32,63,33,72
40.821,9,62b60e33,63,34,70
38.822,8,62b60e34,63,35,67
37.219,8,62b60e35,63,36,65
35.181,8,62b60e36,63,37,62
34.122,8,62b60e37,63,38,60
32.635,8,62b60e38,63,39,58
31.267,7,62b60e39,63,40,56
30.45,7,62b60e40,63,41,53
29.441,7,62b60e41,63,42,51
28.647,7,62b60e42,63,43,49
27.33,7,62b60e43,63,44,47
25.888,7,62b60e44,63,45,45
24.275,7,62b60e45,63,46,43
23.324,6,62b60e46,63,47,40
22.086,6,62b60e47,63,48,38
20.668,6,62b60e48,63,49,36
19.702,6,62b60e49,63,50,34
18.534,6,62b60e50,63,51,32
17.604,5,62b60e51,63,52,30
16.025,5,62b60e52,63,53,27
12.733,5,62b60e53,63,54,25
10.81,4,62b54,63,55,20
9.864,4,62b55,63,56,18
8.862,4,62b56,63,57,16
7.452,3,62b57,63,58,13
6.236,3,62b58,63,59,11
4.829,3,62b59,63,60,8
3.104,2,62b60,63,61,6
2.012,2,62b61,63,62,4
0,0,62,63,63,0
2.886,2,62b63,63,64,4
6.832,3,62b64,63,65,6
8.475,4,62b65,63,66,8
10.514,4,62b66,63,67,11
11.941,4,62b67,63,68,13
17.945,5,62b68,63,69,16
5.308,3,62b63c69,63,70,6
6.975,3,62b63c70,63,71,8
8.156,4,62b63c71,63,72,11
9.409,4,62b63c72,63,73,13
10.168,4,62b63c73,63,74,16
9.392,4,62b63g74,63,75,13
10.288,4,62b63g74c75,63,76,16
9.512,4,62b60e76,63,77,18
9.128,4,62b57c77,63,78,16
8.337,4,62b57c78,63,79,16
9.564,4,62b57c79,63,80,18
11.389,4,62b57c80,63,81,20
14.902,5,62b57c81,63,82,25
16.009,5,62b57c82,63,83,27
16.915,5,62b57c83,63,84,30
18.274,6,62b57c84,63,85,32
19.202,6,62b57c85,63,86,34
20.765,6,62b57c86,63,87,36
22.219,6,62b57c87,63,88,38
23.061,6,62b57c88,63,89,40
24.51,7,62b57c89,63,90,43
25.551,7,62b63g97d90,63,91,40
24.741,7,62b63g97d91,63,92,38
23.568,6,62b63g97d92,63,93,36
21.934,6,62b63g97d93,63,94,34
20.601,6,62b63g97d94,63,95,32
19.565,6,62b63g97d95,63,96,30
18.394,6,62b63g97d96,63,97,27
17.362,5,62b63g97,63,98,25
18.29,6,62b63g97d98,63,99,27
19.338,6,62b63g97d99,63,100,30
20.564,6,62b63g97d100,63,101,32
20.737,6,62b60e51f102d101,63,102,36
19.837,6,62b60e51f102,63,103,34
20.734,6,62b60e51f102d103,63,104,36
21.452,6,62b60e51f102d104,63,105,38
18.947,6,62b60e106d105,63,106,38
18.113,6,62b60e106,63,107,36
19.192,6,62b57c81d107,63,108,34
18.18,6,62b57c81d108,63,109,32
17.056,5,62b57c81d109,63,110,30
15.852,5,62b57c81d110,63,111,27
15.803,5,62b57c81d111,63,112,27
17.046,5,62b57c81d112,63,113,30
18.525,6,62b57c81d113,63,114,32
21.287,6,62b57c81d114,63,115,34
24.037,7,62b57c81d115,63,116,36
25.404,7,62b57c81d116,63,117,38
27.415,7,62b57c81d117,63,118,40
29.235,7,62b57c81d118,63,119,43
30.688,7,62b57c81d119,63,120,45
32.836,8,62b57c81d120,63,121,47
34.077,8,62b57c81d121,63,122,49
36.158,8,62b57c81d122,63,123,51
37.575,8,62b57c81d123,63,124,53
24.358,7,62b57c88e124,63,125,43
26.637,7,62b57c88e125,63,126,45
25.933,7,62b60e126,63,127,49
24.107,7,62b60e127,63,128,47
23.351,6,62b60e128,63,129,45
21.826,6,62b60e129,63,130,43
20.873,6,62b60e130,63,131,40
19.395,6,62b60e131,63,132,38
17.18,5,62b60e132,63,133,34
15.323,5,62b60e133,63,134,32
14.561,5,62b60e134,63,135,30
13.584,5,62b60e135,63,136,27
10.376,4,62b60e136,63,137,20
8.488,4,62b60e137,63,138,16
7.535,3,62b60e138,63,139,13
6.058,3,62b60e139,63,140,11
5.214,3,62b60e140,63,141,8
4.065,3,62b60e141,63,142,8
5.267,3,62b60e142,63,143,11
7.015,3,62b60e143,63,144,13
9.406,4,62b60e144,63,145,16
44.708,9,62b60e51f145,63,146,60
41.465,9,62b60e51f146,63,147,58
40.104,9,62b60e51f147,63,148,56
38.494,8,62b60e51f148,63,149,53
36.494,8,62b60e51f149,63,150,51
33.987,8,62b60e51f150,63,151,49
30.549,7,62b60e51f151,63,152,47
28.158,7,62b60e51f152,63,153,45
26.441,7,62b60e51f153,63,154,43
25.374,7,62b60e51f154,63,155,40
23.08,6,62b60e51f155,63,156,38
21.697,6,62b60e51f156,63,157,36
18.463,6,62b60e51f157,63,158,32
17.963,5,62b63g160f158,63,159,22
15.896,5,62b63g160f159,63,160,20
14.305,5,62b63g160,63,161,18
10.026,4,62b56f161,63,162,18
9.289,4,62b60e142f162,63,163,16
7.404,3,62b60e142f163,63,164,13
18.235,6,62b63g164,63,165,27
16.044,5,62b63g165,63,166,22
15.297,5,62b63g166,63,167,20
7.998,3,62b63g167,63,168,11
6.424,3,62b63g168,63,169,8
4.776,3,62b63g169,63,170,6
3.741,2,62b63g170,63,171,6
52.866,10,62b60e37h171,63,172,87
51.422,10,62b60e37h172,63,173,85
49.393,9,62b60e37h173,63,174,82
47.24,9,62b60e37h174,63,175,79
44.438,9,62b60e37h175,63,176,77
43.371,9,62b60e37h176,63,177,74
42.238,9,62b60e37h177,63,178,72
41.312,9,62b60e37h178,63,179,72
40.025,9,62b60e37h179,63,180,70
38.95,8,62b60e37h180,63,181,67
37.53,8,62b60e37h181,63,182,65
35.59,8,62b60e37h182,63,183,62
41.55,9,62b63c70i183,63,184,43
39.591,8,62b63c70i184,63,185,40
36.359,8,62b63c70i185,63,186,38
34.899,8,62b63c70i186,63,187,36
32.112,8,62b63c70i187,63,188,34
31.094,7,62b63c70i188,63,189,32
27.309,7,62b63c70i189,63,190,30
22.681,6,62b63c70i190,63,191,27
20.451,6,62b63c70i191,63,192,25
18.157,6,62b63c70i192,63,193,22
14.993,5,62b63c70i193,63,194,20
14.112,5,62b63c70i194,63,195,18
11.761,4,62b63c70i195,63,196,16
9.719,4,62b63c70i196,63,197,13
7.96,3,62b63c70i197,63,198,11
20.52,6,63g9a0,64,1,34
17.11,5,63g9a1,64,2,32
15.99,5,63g9a2,64,3,30
14.965,5,63g9a3,64,4,27
13.8,5,63g9a4,64,5,25
12.363,5,63g9a5,64,6,22
10.838,4,63g9a6,64,7,20
10.043,4,63g9a7,64,8,18
9.128,4,63g9a8,64,9,16
7.925,3,63g9,64,10,13
9.08,4,63g9a10,64,11,16
10.004,4,63g74c76e11,64,12,20
11.087,4,63g74c76e11a12,64,13,22
12.073,5,63g74c76e11a13,64,14,25
12.961,5,63g74c76e11a14,64,15,27
13.841,5,63g74c76e11a15,64,16,30
14.983,5,63g74c76e11a16,64,17,32
16.028,5,63g74c76e11a17,64,18,34
15.247,5,63g74c76f18,64,19,27
16.168,5,63g74c76f18a19,64,20,30
16.988,5,63g74c76f18a20,64,21,32
17.783,5,63g74c76f18a21,64,22,34
18.69,6,63g74c76f18a22,64,23,36
20.208,6,63g74c76f18a23,64,24,38
21.643,6,63g74c76f18a24,64,25,40
22.45,6,63g74c76f18a25,64,26,43
23.394,6,63g74c76f18a26,64,27,45
25.049,7,63g74c76f18a27,64,28,47
26.701,7,63g74c76f18a28,64,29,49
27.738,7,63g74c76f18a29,64,30,51
29.709,7,63g74c76f18a30,64,31,53
30.819,7,63g74c76f18a31,64,32,56
40.456,9,63g160f51b32,64,33,65
39.435,8,63g160f51b33,64,34,62
37.436,8,63g160f51b34,64,35,60
35.833,8,63g160f51b35,64,36,58
33.795,8,63g160f51b36,64,37,56
32.736,8,63g160f51b37,64,38,53
31.249,7,63g160f51b38,64,39,51
29.881,7,63g160f51b39,64,40,49
29.064,7,63g160f51b40,64,41,47
28.055,7,63g160f51b41,64,42,45
27.261,7,63g160f51b42,64,43,43
25.944,7,63g160f51b43,64,44,40
24.502,7,63g160f51b44,64,45,38
22.889,6,63g160f51b45,64,46,36
21.938,6,63g160f51b46,64,47,34
20.7,6,63g160f51b47,64,48,32
19.282,6,63g160f51b48,64,49,30
18.316,6,63g160f51b49,64,50,27
17.148,5,63g160f51b50,64,51,25
16.218,5,63g160f51,64,52,22
14.849,5,63g74c76e53b52,64,53,25
11.557,4,63g74c76e53,64,54,22
12.63,5,63g74c76e11a12b54,64,55,25
11.96,4,63g74c76f56b55,64,56,22
10.958,4,63g74c76f56,64,57,20
10.338,4,63b57,64,58,16
9.122,4,63b58,64,59,13
7.715,3,63b59,64,60,11
5.99,3,63b60,64,61,8
4.898,3,63b61,64,62,6
2.886,2,63b62,64,63,4
0,0,63,64,64,0
3.946,2,63b64,64,65,4
5.589,3,63b65,64,66,6
7.628,3,63b66,64,67,8
9.055,4,63b67,64,68,11
15.059,5,63b68,64,69,13
2.422,2,63c69,64,70,4
4.089,3,63c70,64,71,6
5.27,3,63c71,64,72,8
6.523,3,63c72,64,73,11
7.282,3,63c73,64,74,13
6.506,3,63g74,64,75,11
7.402,3,63g74c75,64,76,13
8.336,4,63g74c76,64,77,16
9.268,4,63g74c77,64,78,18
11.223,4,63b57c78,64,79,18
12.44,5,63g74c76f79,64,80,22
14.265,5,63g74c76f80,64,81,25
17.778,5,63g74c76f81,64,82,30
18.885,6,63g74c76f82,64,83,32
19.791,6,63g74c76f83,64,84,34
21.15,6,63g74c76f84,64,85,36
22.078,6,63g74c76f85,64,86,38
23.641,6,63g74c76f86,64,87,40
